hour_index,total_pv_kW,total_load_kW,net_generation_kW,pv_to_load_ratio
1888,414.712356,438.96162275575,-24.24926675575,0.9447576588853632
1597,567.90138,592.35091313825,-24.44953313824999,0.9587245776875029
1817,263.83797200000004,288.55227471275,-24.71430271274994,0.9143506886171547
3663,509.280511,534.20817069625,-24.927659696250032,0.9533371782443945
2392,414.85065299999997,439.829502676,-24.97884967600004,0.9432078783546074
7216,252.017601,277.806109779,-25.788508778999983,0.907170833259621
2248,414.8265,441.3282056775,-26.501705677500013,0.9399501181286015
2606,535.209486,562.0019550355,-26.792469035500062,0.9523267316994753
3009,299.633868,327.879402612,-28.24553461199997,0.9138538886528393
2125,594.574952,623.0127179295,-28.43776592949996,0.9543544360083634
994,267.707726,296.17769061275,-28.469964612750005,0.9038753882585652
7384,243.59909100000002,272.12717879375003,-28.528087793750018,0.895166337977074
1574,536.39683,565.2459154112499,-28.849085411249916,0.9489618844229553
1337,234.283798,263.566501411,-29.282703411,0.8888982319713103
2127,493.45952,522.81074488725,-29.351224887250055,0.9438587938022606
2268,567.422897,596.886428364,-29.463531364000005,0.9506379590579832
1306,277.356142,306.8486017405,-29.49245974050001,0.9038859539293989
1910,491.032977,520.80824398625,-29.77526698624996,0.9428287315477579
7189,282.811595,312.742244712,-29.93064971199999,0.9042961060669664
6346,372.153963,402.23414601375,-30.080183013750002,0.9252172292256388
1958,534.154393,564.38620765425,-30.23181465425,0.9464341700936736
2990,561.31036,592.4878689585,-31.177508958500084,0.9473786527297448
1863,472.611798,503.802794044,-31.190996043999974,0.9380888765389325
6350,506.216661,537.4239201190001,-31.20725911900007,0.9419317620733708
131,336.590173,368.41971229424996,-31.82953929424997,0.9136052194122731
1599,487.620767,520.0063127075,-32.3855457075,0.9377208586630419
1909,520.879007,553.73272775925,-32.853720759249995,0.9406686293713117
2461,616.737894,649.77899116025,-33.04109716025005,0.9491502517642162
1861,562.7842410000001,598.90406846725,-36.119827467249934,0.9396901268355381
2605,555.919672,593.44042205275,-37.52075005275003,0.9367741906428662
328,271.097447,309.34894725475,-38.25150025475,0.8763483714085566
156,283.7517,322.0549281675,-38.30322816749998,0.8810661607741499
